Participant_ID,Cycle_Phase,Craving_Type,Craved_Food_Item,Craving_Intensity,Craving_Frequency,Preferred_Action_When_Craving
P0463,Luteal,Fatty,Burger,3,Often,Watch Movie
P0464,Menstrual,Salty,Chips,7,Sometimes,Rest
P0465,Follicular,Sweet,Chocolate,9,Often,Watch Movie
P0466,Follicular,Fatty,Fries,2,Always,Eat
P0467,Ovulation,Sweet,Cake,7,Always,Rest
P0468,Ovulation,None,None,5,Always,Rest
P0469,Follicular,None,None,8,Often,Go Out
P0470,Follicular,Sweet,Chocolate,4,Often,Eat
P0471,Follicular,Fatty,Burger,1,Often,Watch Movie
P0472,Menstrual,Sweet,Cookies,10,Often,Eat
P0473,Menstrual,Salty,Chips,8,Sometimes,Watch Movie
P0474,Ovulation,Fatty,Burger,6,Always,Watch Movie
P0475,Menstrual,Spicy,Tacos,8,Often,Eat
P0476,Luteal,Sweet,Cake,3,Sometimes,Rest
P0477,Follicular,Fatty,Cheese,8,Often,Watch Movie
P0478,Luteal,Fatty,Burger,8,Often,Watch Movie
P0479,Follicular,Salty,Chips,1,Rare,Eat
P0480,Follicular,Sweet,Cookies,4,Sometimes,Eat
P0481,Luteal,Fatty,Burger,7,Sometimes,Watch Movie
P0482,Follicular,Salty,Nuts,1,Often,Eat
P0483,Ovulation,Salty,Nuts,3,Rare,Eat
P0484,Menstrual,Sweet,Cake,3,Always,Watch Movie
P0485,Luteal,Sweet,Cookies,6,Often,Eat
P0486,Menstrual,Sweet,Cake,5,Sometimes,Eat
P0487,Ovulation,Sweet,Candy,7,Always,Eat
P0488,Ovulation,Spicy,Tacos,3,Often,Watch Movie
P0489,Luteal,None,None,1,Always,Watch Movie
P0490,Luteal,Sweet,Ice Cream,3,Rare,Go Out
P0491,Follicular,Spicy,Tacos,8,Always,Watch Movie
P0492,Luteal,Spicy,Spicy Snacks,5,Often,Rest
P0493,Luteal,Sweet,Chocolate,3,Sometimes,Watch Movie
P0494,Luteal,Spicy,Pizza,8,Often,Watch Movie
P0495,Follicular,Sweet,Cake,6,Often,Watch Movie
P0496,Follicular,Sweet,Candy,3,Always,Eat
P0497,Follicular,None,None,5,Often,Eat
P0498,Follicular,Fatty,Burger,1,Often,Rest
P0499,Luteal,Sweet,Candy,6,Rare,Watch Movie
P0500,Luteal,Spicy,Pizza,9,Always,Rest
P0501,Luteal,Sweet,Cookies,7,Often,Go Out
P0502,Follicular,Sweet,Ice Cream,8,Often,Rest
P0503,Menstrual,Sweet,Candy,6,Often,Eat
P0504,Menstrual,Sweet,Ice Cream,5,Always,Watch Movie
P0505,Menstrual,None,None,6,Often,Go Out
P0506,Menstrual,Salty,Chips,7,Always,Rest
P0507,Follicular,Salty,Popcorn,9,Often,Watch Movie
P0508,Menstrual,Sweet,Ice Cream,8,Always,Rest
P0509,Menstrual,Sweet,Ice Cream,5,Always,Watch Movie
P0510,Menstrual,None,None,7,Often,Watch Movie
P0511,Luteal,None,None,8,Always,Watch Movie
P0512,Ovulation,None,None,1,Always,Rest
P0513,Ovulation,Fatty,Cheese,8,Always,Eat
P0514,Ovulation,Salty,Popcorn,7,Always,Go Out
P0515,Menstrual,Sweet,Cookies,2,Often,Watch Movie
P0516,Follicular,Sweet,Ice Cream,2,Sometimes,Eat
P0517,Luteal,Salty,Popcorn,6,Often,Rest
P0518,Menstrual,Salty,Nuts,3,Sometimes,Eat
P0519,Luteal,Sweet,Cake,1,Sometimes,Eat
P0520,Menstrual,Spicy,Spicy Snacks,8,Often,Eat
P0521,Luteal,Fatty,Fries,7,Always,Watch Movie
P0522,Menstrual,Spicy,Spicy Snacks,4,Often,Rest
P0523,Follicular,Sweet,Chocolate,1,Always,Go Out
P0524,Luteal,Sweet,Ice Cream,2,Often,Rest
P0525,Menstrual,Sweet,Cookies,9,Sometimes,Go Out
P0526,Follicular,Salty,Nuts,4,Sometimes,Eat
P0527,Menstrual,Sweet,Ice Cream,3,Always,Eat
P0528,Luteal,Sweet,Ice Cream,8,Sometimes,Watch Movie
P0529,Luteal,Salty,Chips,4,Sometimes,Eat
P0530,Menstrual,Spicy,Pizza,7,Often,Rest
P0531,Luteal,Fatty,Cheese,5,Often,Go Out
P0532,Follicular,Salty,Popcorn,5,Sometimes,Watch Movie
P0533,Luteal,Sweet,Ice Cream,6,Sometimes,Go Out
P0534,Follicular,Sweet,Cookies,4,Often,Watch Movie
P0535,Menstrual,Sweet,Cake,2,Sometimes,Watch Movie
P0536,Menstrual,None,None,6,Often,Go Out
P0537,Follicular,Fatty,Cheese,5,Rare,Go Out
P0538,Follicular,Sweet,Cookies,3,Sometimes,Rest
P0539,Follicular,Spicy,Pizza,4,Often,Watch Movie
P0540,Ovulation,Fatty,Cheese,3,Often,Watch Movie
P0541,Ovulation,Spicy,Tacos,3,Sometimes,Watch Movie
P0542,Follicular,Sweet,Cake,4,Often,Watch Movie
P0543,Luteal,Sweet,Chocolate,2,Sometimes,Eat
P0544,Follicular,Sweet,Ice Cream,4,Sometimes,Watch Movie
P0545,Menstrual,Salty,Popcorn,10,Rare,Eat
P0546,Ovulation,None,None,2,Often,Eat
P0547,Luteal,Salty,Nuts,10,Sometimes,Watch Movie
P0548,Luteal,Sweet,Chocolate,8,Often,Rest
P0549,Luteal,Sweet,Candy,10,Sometimes,Rest
P0550,Luteal,Sweet,Cake,5,Often,Eat
P0551,Follicular,Sweet,Chocolate,7,Often,Eat
P0552,Follicular,Sweet,Cake,4,Rare,Watch Movie
P0553,Luteal,Salty,Popcorn,10,Often,Rest
P0554,Luteal,Sweet,Candy,6,Often,Rest
P0555,Menstrual,Sweet,Ice Cream,10,Often,Rest
P0556,Luteal,Sweet,Candy,4,Often,Watch Movie
P0557,Menstrual,Sweet,Candy,6,Sometimes,Watch Movie
P0558,Menstrual,None,None,1,Sometimes,Watch Movie
P0559,Luteal,Fatty,Fries,6,Often,Watch Movie
P0560,Luteal,Sweet,Chocolate,6,Sometimes,Eat
P0561,Luteal,Sweet,Chocolate,2,Rare,Eat
P0562,Follicular,Sweet,Cake,10,Often,Rest
P0563,Ovulation,Sweet,Candy,10,Always,Watch Movie
P0564,Follicular,Spicy,Pizza,9,Sometimes,Go Out
P0565,Luteal,Salty,Popcorn,6,Always,Watch Movie
P0566,Ovulation,Sweet,Ice Cream,7,Rare,Eat
P0567,Luteal,None,None,2,Always,Rest
P0568,Follicular,Sweet,Chocolate,2,Often,Eat
P0569,Menstrual,Spicy,Spicy Snacks,2,Sometimes,Watch Movie
P0570,Menstrual,Salty,Chips,10,Often,Rest
P0571,Menstrual,Sweet,Candy,9,Sometimes,Go Out
P0572,Ovulation,Sweet,Candy,3,Often,Eat
P0573,Luteal,Sweet,Cake,4,Always,Go Out
P0574,Menstrual,Sweet,Chocolate,1,Often,Watch Movie
P0575,Follicular,Sweet,Cookies,1,Sometimes,Rest
P0576,Luteal,Sweet,Ice Cream,4,Often,Watch Movie
P0577,Follicular,Sweet,Cake,2,Sometimes,Eat
P0578,Menstrual,Sweet,Candy,8,Often,Eat
P0579,Follicular,Spicy,Spicy Snacks,4,Sometimes,Go Out
P0580,Menstrual,Fatty,Cheese,3,Often,Rest
P0581,Follicular,Fatty,Fries,3,Rare,Watch Movie
P0582,Menstrual,Fatty,Burger,6,Always,Go Out
P0583,Ovulation,Sweet,Chocolate,6,Always,Watch Movie
P0584,Menstrual,Sweet,Ice Cream,6,Rare,Rest
P0585,Luteal,Salty,Nuts,6,Sometimes,Go Out
P0586,Menstrual,Salty,Popcorn,8,Sometimes,Rest
P0587,Ovulation,Sweet,Ice Cream,8,Always,Eat
P0588,Luteal,Salty,Popcorn,9,Always,Eat
P0589,Ovulation,Sweet,Chocolate,1,Rare,Eat
P0590,Luteal,Spicy,Spicy Snacks,10,Rare,Eat
P0591,Ovulation,Sweet,Cake,8,Always,Rest
P0592,Menstrual,Fatty,Cheese,5,Sometimes,Go Out
P0593,Follicular,Fatty,Fries,3,Always,Rest
P0594,Ovulation,Spicy,Tacos,10,Often,Rest
P0595,Luteal,Salty,Popcorn,3,Always,Go Out
P0596,Follicular,Sweet,Cake,6,Sometimes,Rest
P0597,Follicular,Sweet,Ice Cream,8,Rare,Go Out
P0598,Menstrual,Salty,Nuts,10,Often,Rest
P0599,Ovulation,Fatty,Cheese,2,Sometimes,Go Out
P0600,Menstrual,Sweet,Chocolate,9,Sometimes,Rest
P0601,Ovulation,Sweet,Candy,5,Sometimes,Go Out
P0602,Ovulation,Sweet,Cake,5,Often,Eat
P0603,Menstrual,Fatty,Cheese,1,Often,Go Out
P0604,Menstrual,Sweet,Cookies,6,Often,Rest
P0605,Menstrual,None,None,5,Sometimes,Eat
P0606,Ovulation,Sweet,Ice Cream,7,Sometimes,Eat
P0607,Follicular,Spicy,Pizza,7,Sometimes,Eat
P0608,Menstrual,Salty,Nuts,4,Sometimes,Rest
P0609,Menstrual,Salty,Chips,5,Often,Eat
P0610,Luteal,None,None,10,Often,Go Out
P0611,Menstrual,None,None,8,Always,Eat
P0612,Luteal,Sweet,Chocolate,2,Always,Eat
P0613,Menstrual,Spicy,Tacos,1,Sometimes,Go Out
P0614,Luteal,Salty,Chips,6,Often,Go Out
P0615,Menstrual,Salty,Chips,4,Rare,Eat
P0616,Luteal,Salty,Chips,10,Sometimes,Go Out
P0617,Luteal,Salty,Nuts,3,Always,Rest
P0618,Menstrual,Sweet,Chocolate,7,Sometimes,Go Out
P0619,Follicular,Fatty,Fries,8,Often,Rest
P0620,Menstrual,Salty,Popcorn,4,Always,Go Out
P0621,Menstrual,Sweet,Ice Cream,10,Often,Rest
P0622,Ovulation,Sweet,Ice Cream,6,Often,Watch Movie
P0623,Ovulation,Sweet,Cake,2,Sometimes,Rest
P0624,Ovulation,Sweet,Chocolate,8,Often,Go Out
P0625,Menstrual,Spicy,Pizza,6,Often,Go Out
P0626,Ovulation,Fatty,Fries,9,Often,Go Out
P0627,Ovulation,Salty,Popcorn,6,Often,Watch Movie
P0628,Menstrual,Fatty,Burger,6,Sometimes,Rest
P0629,Luteal,Sweet,Candy,2,Always,Watch Movie
P0630,Luteal,Sweet,Cookies,5,Rare,Watch Movie
P0631,Follicular,Spicy,Tacos,9,Rare,Go Out
P0632,Luteal,None,None,1,Sometimes,Eat
P0633,Follicular,Sweet,Cookies,4,Often,Watch Movie
P0634,Ovulation,Sweet,Cookies,10,Rare,Go Out
P0635,Menstrual,Spicy,Pizza,10,Always,Go Out
P0636,Menstrual,Fatty,Fries,3,Sometimes,Eat
P0637,Menstrual,Sweet,Ice Cream,1,Always,Go Out
P0638,Luteal,Salty,Chips,1,Sometimes,Watch Movie
P0639,Menstrual,Salty,Chips,1,Sometimes,Rest
P0640,Follicular,Sweet,Ice Cream,1,Always,Rest
P0641,Menstrual,Sweet,Cake,2,Sometimes,Watch Movie
P0642,Luteal,Fatty,Cheese,5,Always,Eat
P0643,Ovulation,Fatty,Cheese,2,Often,Watch Movie
P0644,Luteal,Fatty,Fries,4,Often,Watch Movie
P0645,Luteal,Sweet,Cake,9,Sometimes,Go Out
P0646,Follicular,Fatty,Fries,3,Sometimes,Watch Movie
P0647,Luteal,Sweet,Ice Cream,2,Sometimes,Watch Movie
P0648,Luteal,Sweet,Candy,4,Always,Eat
P0649,Luteal,Fatty,Burger,9,Often,Watch Movie
P0650,Menstrual,Salty,Chips,4,Sometimes,Rest
P0651,Ovulation,Spicy,Tacos,5,Sometimes,Watch Movie
P0652,Ovulation,Salty,Popcorn,4,Sometimes,Eat
P0653,Follicular,Sweet,Chocolate,8,Always,Go Out
P0654,Menstrual,Spicy,Tacos,4,Sometimes,Rest
P0655,Menstrual,Sweet,Candy,2,Often,Go Out
P0656,Follicular,Fatty,Burger,4,Often,Watch Movie
P0657,Menstrual,Salty,Nuts,2,Often,Go Out
P0658,Menstrual,Salty,Chips,9,Always,Go Out
P0659,Ovulation,Sweet,Candy,8,Rare,Go Out
P0660,Luteal,Salty,Nuts,9,Always,Go Out
P0661,Menstrual,Spicy,Tacos,4,Sometimes,Eat
P0662,Luteal,Salty,Chips,1,Often,Eat
P0663,Luteal,Salty,Chips,3,Often,Go Out
P0664,Ovulation,Salty,Popcorn,7,Sometimes,Eat
P0665,Menstrual,Spicy,Spicy Snacks,1,Rare,Eat
P0666,Luteal,Sweet,Candy,8,Often,Rest
P0667,Follicular,Fatty,Fries,9,Rare,Go Out
P0668,Follicular,None,None,8,Often,Eat
P0669,Menstrual,Sweet,Cake,5,Often,Go Out
P0670,Luteal,Salty,Popcorn,9,Sometimes,Go Out
P0671,Luteal,Salty,Popcorn,4,Often,Rest
P0672,Luteal,Spicy,Spicy Snacks,9,Rare,Rest
P0673,Follicular,Sweet,Ice Cream,1,Rare,Go Out
P0674,Menstrual,None,None,3,Always,Go Out
P0675,Menstrual,Spicy,Tacos,4,Often,Rest
P0676,Menstrual,Fatty,Burger,10,Often,Eat
P0677,Ovulation,Sweet,Candy,1,Sometimes,Rest
P0678,Luteal,Sweet,Chocolate,6,Sometimes,Watch Movie
P0679,Follicular,Sweet,Chocolate,4,Sometimes,Watch Movie
P0680,Luteal,Fatty,Cheese,4,Always,Rest
P0681,Menstrual,Salty,Popcorn,1,Sometimes,Eat
P0682,Follicular,Fatty,Fries,5,Rare,Watch Movie
P0683,Ovulation,Salty,Nuts,9,Sometimes,Eat
P0684,Follicular,None,None,6,Sometimes,Watch Movie
P0685,Ovulation,Salty,Chips,8,Sometimes,Rest
P0686,Menstrual,Spicy,Tacos,4,Often,Go Out
P0687,Follicular,Sweet,Chocolate,9,Sometimes,Watch Movie
P0688,Ovulation,Sweet,Ice Cream,7,Often,Rest
P0689,Luteal,Spicy,Pizza,7,Often,Watch Movie
P0690,Luteal,None,None,8,Sometimes,Rest
P0691,Luteal,Sweet,Ice Cream,2,Often,Eat
P0692,Luteal,Spicy,Spicy Snacks,6,Often,Eat
P0693,Luteal,Sweet,Cookies,7,Always,Rest
P0694,Follicular,Sweet,Candy,3,Always,Eat
P0695,Follicular,Salty,Popcorn,8,Sometimes,Go Out
P0696,Ovulation,Spicy,Spicy Snacks,1,Often,Go Out
P0697,Ovulation,Sweet,Cookies,1,Often,Eat
P0698,Luteal,Sweet,Cake,10,Rare,Go Out
P0699,Menstrual,Spicy,Pizza,3,Always,Watch Movie
P0700,Ovulation,Spicy,Pizza,6,Often,Rest
P0701,Follicular,Salty,Chips,7,Always,Watch Movie
P0702,Luteal,Spicy,Pizza,2,Often,Rest
P0703,Luteal,Fatty,Cheese,6,Rare,Rest
P0704,Follicular,Spicy,Pizza,5,Rare,Watch Movie
P0705,Ovulation,Salty,Chips,6,Always,Go Out
P0706,Ovulation,None,None,1,Often,Go Out
P0707,Luteal,Salty,Chips,10,Often,Rest
P0708,Luteal,Sweet,Cake,7,Sometimes,Rest
P0709,Follicular,Salty,Popcorn,8,Rare,Rest
P0710,Menstrual,Sweet,Chocolate,7,Often,Watch Movie
P0711,Ovulation,Salty,Nuts,9,Rare,Eat
P0712,Ovulation,Sweet,Chocolate,1,Rare,Go Out
P0713,Follicular,Sweet,Cookies,10,Often,Rest
P0714,Follicular,Sweet,Ice Cream,9,Sometimes,Rest
P0715,Ovulation,Salty,Popcorn,3,Often,Eat
P0716,Menstrual,Sweet,Ice Cream,2,Often,Rest
P0717,Ovulation,None,None,6,Often,Go Out
P0718,Luteal,None,None,5,Often,Eat
P0719,Luteal,Salty,Nuts,4,Often,Eat
P0720,Menstrual,None,None,4,Sometimes,Eat
P0721,Luteal,Sweet,Chocolate,8,Rare,Watch Movie
P0722,Luteal,Sweet,Candy,10,Sometimes,Rest
P0723,Luteal,Sweet,Cookies,3,Always,Go Out
P0724,Luteal,Salty,Popcorn,1,Sometimes,Watch Movie
P0725,Follicular,Sweet,Ice Cream,5,Sometimes,Go Out
P0726,Menstrual,Fatty,Burger,8,Always,Eat
P0727,Luteal,Salty,Nuts,3,Sometimes,Eat
P0728,Luteal,Sweet,Ice Cream,2,Sometimes,Watch Movie
P0729,Follicular,Fatty,Burger,1,Often,Eat
P0730,Ovulation,Fatty,Fries,4,Always,Watch Movie
P0731,Follicular,Sweet,Chocolate,2,Always,Go Out
P0732,Luteal,Salty,Nuts,8,Often,Go Out
P0733,Follicular,Salty,Nuts,10,Often,Eat
P0734,Menstrual,Spicy,Pizza,9,Often,Watch Movie
P0735,Ovulation,Salty,Nuts,10,Often,Watch Movie
P0736,Ovulation,Sweet,Ice Cream,1,Sometimes,Rest
P0737,Follicular,Spicy,Spicy Snacks,2,Always,Go Out
P0738,Follicular,Sweet,Chocolate,6,Often,Go Out
P0739,Menstrual,None,None,10,Always,Eat
P0740,Menstrual,Salty,Chips,7,Sometimes,Watch Movie
P0741,Menstrual,Spicy,Tacos,2,Often,Watch Movie
P0742,Menstrual,Salty,Nuts,8,Sometimes,Go Out
P0743,Luteal,Spicy,Pizza,10,Always,Rest
P0744,Follicular,Sweet,Chocolate,9,Sometimes,Eat
P0745,Menstrual,Spicy,Pizza,8,Always,Watch Movie
P0746,Follicular,Sweet,Chocolate,9,Often,Rest
P0747,Follicular,None,None,6,Often,Go Out
P0748,Follicular,Fatty,Fries,7,Sometimes,Watch Movie
P0749,Ovulation,Fatty,Cheese,6,Often,Go Out
P0750,Luteal,Sweet,Ice Cream,7,Always,Rest
P0751,Follicular,Spicy,Spicy Snacks,3,Always,Eat
P0752,Menstrual,Sweet,Chocolate,4,Always,Eat
P0753,Follicular,Fatty,Burger,9,Always,Go Out
P0754,Follicular,Sweet,Cake,3,Often,Go Out
P0755,Menstrual,Fatty,Cheese,2,Often,Rest
P0756,Luteal,Sweet,Ice Cream,7,Always,Eat
P0757,Follicular,Salty,Chips,6,Always,Eat
P0758,Ovulation,Sweet,Ice Cream,3,Often,Eat
P0759,Luteal,Salty,Popcorn,6,Rare,Go Out
P0760,Luteal,Salty,Popcorn,7,Always,Eat
P0761,Luteal,Salty,Chips,6,Always,Watch Movie
P0762,Menstrual,Sweet,Chocolate,1,Rare,Rest
P0763,Follicular,Fatty,Burger,1,Often,Rest
P0764,Luteal,Fatty,Cheese,9,Sometimes,Go Out
P0765,Menstrual,Sweet,Cake,6,Rare,Watch Movie
P0766,Follicular,Spicy,Pizza,2,Often,Eat
P0767,Ovulation,Fatty,Burger,1,Sometimes,Eat
P0768,Menstrual,Sweet,Chocolate,2,Often,Watch Movie
P0769,Menstrual,Sweet,Candy,8,Often,Eat
P0770,Luteal,Sweet,Candy,5,Rare,Eat
P0771,Luteal,Spicy,Pizza,7,Often,Rest
P0772,Menstrual,Sweet,Candy,7,Sometimes,Eat
P0773,Menstrual,Fatty,Fries,2,Always,Watch Movie
P0774,Follicular,Sweet,Chocolate,4,Often,Eat
P0775,Follicular,Sweet,Chocolate,2,Always,Rest
P0776,Follicular,Sweet,Cookies,7,Often,Watch Movie
P0777,Follicular,Fatty,Fries,5,Often,Rest
P0778,Menstrual,Sweet,Candy,1,Often,Go Out
P0779,Follicular,Spicy,Spicy Snacks,2,Sometimes,Go Out
P0780,Ovulation,Sweet,Chocolate,6,Sometimes,Watch Movie
P0781,Luteal,Fatty,Cheese,4,Always,Eat
P0782,Ovulation,Salty,Chips,7,Always,Go Out
P0783,Menstrual,None,None,2,Sometimes,Eat
P0784,Luteal,Salty,Chips,2,Sometimes,Watch Movie
P0785,Ovulation,Salty,Nuts,6,Always,Eat
P0786,Ovulation,Salty,Nuts,8,Sometimes,Eat
P0787,Follicular,Sweet,Ice Cream,1,Sometimes,Eat
P0788,Follicular,Spicy,Spicy Snacks,5,Rare,Eat
P0789,Luteal,Salty,Chips,1,Sometimes,Watch Movie
P0790,Menstrual,Fatty,Burger,6,Often,Rest
P0791,Menstrual,Spicy,Tacos,7,Often,Watch Movie
P0792,Ovulation,Sweet,Cookies,6,Sometimes,Rest
P0793,Ovulation,Salty,Nuts,9,Sometimes,Watch Movie
P0794,Ovulation,Sweet,Chocolate,3,Always,Eat
P0795,Ovulation,Sweet,Candy,8,Always,Eat
P0796,Ovulation,None,None,3,Always,Go Out
P0797,Follicular,Spicy,Spicy Snacks,7,Often,Eat
P0798,Menstrual,Salty,Popcorn,5,Sometimes,Go Out
P0799,Follicular,Spicy,Pizza,1,Sometimes,Go Out
P0800,Ovulation,Sweet,Cookies,4,Sometimes,Go Out
P0801,Luteal,Fatty,Burger,9,Always,Rest
P0802,Luteal,Sweet,Ice Cream,8,Often,Go Out
P0803,Ovulation,Fatty,Burger,3,Sometimes,Go Out
P0804,Follicular,None,None,2,Rare,Watch Movie
P0805,Luteal,Salty,Chips,9,Always,Eat
P0806,Menstrual,Sweet,Chocolate,1,Sometimes,Eat
P0807,Luteal,Salty,Nuts,9,Rare,Go Out
P0808,Luteal,Spicy,Tacos,7,Sometimes,Rest
P0809,Ovulation,Fatty,Burger,2,Rare,Go Out
P0810,Luteal,None,None,5,Always,Watch Movie
P0811,Follicular,Salty,Chips,2,Sometimes,Go Out
P0812,Menstrual,None,None,5,Rare,Watch Movie
P0813,Menstrual,Salty,Chips,7,Always,Eat
P0814,Menstrual,Fatty,Burger,5,Always,Rest
P0815,Follicular,Fatty,Fries,2,Always,Eat
P0816,Luteal,Spicy,Tacos,5,Sometimes,Rest
P0817,Ovulation,None,None,10,Always,Go Out
P0818,Follicular,None,None,6,Sometimes,Watch Movie
P0819,Follicular,Sweet,Chocolate,5,Always,Eat
P0820,Menstrual,Spicy,Spicy Snacks,2,Often,Eat
P0821,Ovulation,None,None,6,Rare,Go Out
P0822,Follicular,None,None,6,Sometimes,Eat
P0823,Luteal,Fatty,Fries,2,Always,Rest
P0824,Ovulation,Sweet,Chocolate,4,Always,Eat
P0825,Ovulation,None,None,7,Sometimes,Eat
P0826,Menstrual,Spicy,Pizza,1,Often,Eat
P0827,Follicular,Sweet,Ice Cream,1,Often,Eat
P0828,Follicular,Spicy,Pizza,6,Sometimes,Watch Movie
P0829,Menstrual,Salty,Popcorn,7,Often,Go Out
P0830,Luteal,Fatty,Burger,5,Often,Watch Movie
P0831,Menstrual,Spicy,Pizza,10,Always,Rest
P0832,Menstrual,Salty,Popcorn,8,Often,Eat
P0833,Luteal,Sweet,Cake,4,Always,Go Out
P0834,Menstrual,Sweet,Cake,3,Often,Go Out
P0835,Luteal,Spicy,Pizza,7,Often,Eat
P0836,Luteal,Sweet,Chocolate,4,Often,Rest
P0837,Luteal,Spicy,Tacos,1,Sometimes,Watch Movie
P0838,Follicular,Salty,Chips,8,Often,Go Out
P0839,Ovulation,None,None,5,Often,Go Out
P0840,Follicular,Spicy,Pizza,8,Sometimes,Go Out
P0841,Ovulation,Sweet,Cake,8,Often,Eat
P0842,Ovulation,None,None,5,Sometimes,Watch Movie
P0843,Menstrual,Sweet,Chocolate,8,Always,Watch Movie
P0844,Ovulation,Sweet,Ice Cream,7,Often,Watch Movie
P0845,Luteal,Fatty,Fries,3,Often,Rest
P0846,Ovulation,Sweet,Candy,4,Always,Rest
P0847,Luteal,Sweet,Cake,7,Sometimes,Rest
P0848,Follicular,None,None,4,Often,Rest
P0849,Follicular,Salty,Nuts,6,Sometimes,Go Out
P0850,Follicular,Sweet,Ice Cream,2,Always,Watch Movie
P0851,Luteal,Salty,Chips,2,Always,Go Out
P0852,Follicular,Sweet,Candy,3,Often,Go Out
P0853,Menstrual,Salty,Chips,10,Always,Eat
P0854,Ovulation,None,None,7,Rare,Watch Movie
P0855,Luteal,Salty,Nuts,3,Sometimes,Eat
P0856,Follicular,None,None,3,Always,Eat
P0857,Luteal,Fatty,Cheese,4,Sometimes,Watch Movie
P0858,Luteal,Salty,Popcorn,10,Often,Go Out
P0859,Follicular,Spicy,Spicy Snacks,6,Often,Eat
P0860,Follicular,Spicy,Spicy Snacks,1,Often,Eat
P0861,Follicular,Sweet,Cookies,6,Often,Eat
P0862,Menstrual,Salty,Chips,8,Often,Rest
P0863,Menstrual,Spicy,Pizza,8,Sometimes,Rest
P0864,Ovulation,Sweet,Candy,6,Sometimes,Eat
P0865,Menstrual,Salty,Chips,6,Rare,Eat
P0866,Luteal,Fatty,Cheese,3,Rare,Go Out
P0867,Follicular,Sweet,Cookies,2,Often,Eat
P0868,Ovulation,None,None,7,Often,Go Out
P0869,Follicular,Salty,Popcorn,8,Often,Watch Movie
P0870,Luteal,Salty,Chips,10,Always,Go Out
P0871,Menstrual,Spicy,Pizza,6,Often,Rest
P0872,Luteal,Sweet,Candy,5,Always,Watch Movie
P0873,Follicular,Sweet,Cookies,4,Sometimes,Go Out
P0874,Menstrual,Salty,Chips,1,Often,Go Out
P0875,Follicular,Spicy,Spicy Snacks,9,Sometimes,Eat
P0876,Ovulation,Salty,Chips,10,Often,Go Out
P0877,Menstrual,Spicy,Tacos,4,Sometimes,Eat
P0878,Ovulation,Salty,Nuts,2,Always,Go Out
P0879,Luteal,Sweet,Cake,4,Often,Watch Movie
P0880,Follicular,Fatty,Fries,5,Often,Go Out
P0881,Follicular,Fatty,Burger,2,Sometimes,Rest
P0882,Menstrual,Salty,Chips,7,Often,Rest
P0883,Ovulation,Sweet,Cookies,3,Always,Rest
P0884,Follicular,Sweet,Cake,8,Always,Go Out
P0885,Follicular,Sweet,Candy,4,Often,Go Out
P0886,Follicular,Sweet,Ice Cream,5,Often,Go Out
P0887,Follicular,Spicy,Tacos,3,Sometimes,Go Out
P0888,Ovulation,None,None,5,Sometimes,Eat
P0889,Ovulation,Salty,Nuts,9,Often,Watch Movie
P0890,Ovulation,Sweet,Cake,2,Sometimes,Rest
P0891,Follicular,Sweet,Cookies,7,Sometimes,Eat
P0892,Follicular,Salty,Chips,10,Sometimes,Watch Movie
P0893,Luteal,Fatty,Burger,8,Often,Eat
P0894,Luteal,Sweet,Ice Cream,3,Always,Rest
P0895,Menstrual,Salty,Popcorn,4,Often,Watch Movie
P0896,Follicular,Fatty,Fries,10,Sometimes,Watch Movie
P0897,Menstrual,Sweet,Cookies,2,Often,Eat
P0898,Ovulation,Salty,Nuts,10,Often,Eat
P0899,Menstrual,Fatty,Cheese,9,Often,Go Out
P0900,Follicular,Sweet,Cookies,3,Always,Rest
P0901,Follicular,Spicy,Spicy Snacks,9,Sometimes,Go Out
P0902,Ovulation,Spicy,Tacos,7,Sometimes,Watch Movie
P0903,Ovulation,Salty,Nuts,6,Often,Eat
P0904,Menstrual,Sweet,Ice Cream,3,Always,Rest
P0905,Follicular,Spicy,Pizza,7,Often,Eat
P0906,Follicular,Sweet,Chocolate,3,Often,Eat
P0907,Ovulation,Spicy,Tacos,6,Often,Go Out
P0908,Ovulation,Spicy,Pizza,8,Often,Watch Movie
P0909,Luteal,Sweet,Candy,5,Often,Go Out
P0910,Luteal,Fatty,Burger,3,Sometimes,Watch Movie
P0911,Luteal,Sweet,Ice Cream,6,Often,Eat
P0912,Luteal,Sweet,Ice Cream,8,Often,Go Out
P0913,Luteal,Sweet,Ice Cream,10,Often,Eat
P0914,Ovulation,Spicy,Pizza,3,Often,Eat
P0915,Follicular,Fatty,Burger,5,Sometimes,Rest
P0916,Ovulation,Salty,Nuts,9,Always,Eat
P0917,Luteal,Sweet,Cookies,10,Sometimes,Watch Movie
P0918,Luteal,Sweet,Chocolate,10,Always,Go Out
P0919,Ovulation,Fatty,Cheese,3,Sometimes,Watch Movie
P0920,Follicular,Spicy,Tacos,2,Sometimes,Rest
P0921,Ovulation,Fatty,Cheese,8,Often,Go Out
P0922,Menstrual,Spicy,Tacos,7,Always,Watch Movie
P0923,Luteal,Sweet,Chocolate,9,Often,Rest
P0924,Menstrual,Salty,Nuts,4,Always,Eat
P0925,Luteal,None,None,3,Sometimes,Go Out
P0926,Ovulation,Sweet,Candy,10,Often,Rest
P0927,Follicular,Sweet,Chocolate,5,Often,Rest
P0928,Ovulation,Sweet,Cake,1,Rare,Go Out
